LastName,FirstName,DateOfBirth,IdStr,Season,Age,EndTeam,MainPos,IsCenter,IsLeftWing,IsRightWing,Country,IsCanadian,IsAmerican,IsSwedish,IsRussian,IsCzech,IsFinnish,GamesPlayed,Goals,GoalsPerGame,Assists,AssistsPerGame,ShirtNumber,ShirtNumberLargerThanForty,GoalsPredictedLassoModel
Del Zotto,Michael,1990-06-24,Del Zotto_Michael_1990-06-24,2015-16,25,PHI,D,0,0,0,CAN,1,0,0,0,0,0,52,4,0.0769230769231,9,0.173076923077,15.0,0,4.16370085156
DeMelo,Dylan,1993-05-01,DeMelo_Dylan_1993-05-01,2015-16,22,SJS,D,0,0,0,CAN,1,0,0,0,0,0,45,2,0.0444444444444,2,0.0444444444444,74.0,1,2.162298741
Demers,Jason,1988-06-09,Demers_Jason_1988-06-09,2015-16,27,DAL,D,0,0,0,CAN,1,0,0,0,0,0,62,7,0.112903225806,16,0.258064516129,4.0,0,6.48942792617
Desharnais,David,1986-09-14,Desharnais_David_1986-09-14,2015-16,29,MTL,C,1,0,0,CAN,1,0,0,0,0,0,65,11,0.169230769231,18,0.276923076923,51.0,1,11.1006674024
Desjardins,Andrew,1986-07-27,Desjardins_Andrew_1986-07-27,2015-16,29,CHI,LW,0,1,0,CAN,1,0,0,0,0,0,77,8,0.103896103896,5,0.0649350649351,11.0,0,5.90801478664
Deslauriers,Nicolas,1991-02-22,Deslauriers_Nicolas_1991-02-22,2015-16,24,BUF,LW,0,1,0,CAN,1,0,0,0,0,0,70,6,0.0857142857143,6,0.0857142857143,44.0,1,6.4873774443
Despres,Simon,1991-07-27,Despres_Simon_1991-07-27,2015-16,24,ANA,D,0,0,0,CAN,1,0,0,0,0,0,32,0,0.0,4,0.125,24.0,0,0.0
Di Giuseppe,Phillip,1993-10-09,Di Giuseppe_Phillip_1993-10-09,2015-16,22,CAR,LW,0,1,0,CAN,1,0,0,0,0,0,41,7,0.170731707317,10,0.243902439024,34.0,0,11.0044561563
Dietz,Darren,1993-07-17,Dietz_Darren_1993-07-17,2015-16,22,MTL,D,0,0,0,CAN,1,0,0,0,0,0,13,1,0.0769230769231,4,0.307692307692,44.0,1,4.9605996932
Dillon,Brenden,1990-11-13,Dillon_Brenden_1990-11-13,2015-16,25,SJS,D,0,0,0,CAN,1,0,0,0,0,0,76,2,0.0263157894737,9,0.118421052632,4.0,0,2.26780139044
Doan,Shane,1976-10-10,Doan_Shane_1976-10-10,2015-16,39,ARI,RW,0,0,1,CAN,1,0,0,0,0,0,72,28,0.388888888889,19,0.263888888889,19.0,0,18.8853621746
Domi,Max,1995-03-02,Domi_Max_1995-03-02,2015-16,20,ARI,LW,0,1,0,CAN,1,0,0,0,0,0,81,18,0.222222222222,34,0.41975308642,16.0,0,17.0245858602
Donskoi,Joonas,1992-04-13,Donskoi_Joonas_1992-04-13,2015-16,23,SJS,RW,0,0,1,FIN,0,0,0,0,0,1,76,11,0.144736842105,25,0.328947368421,27.0,0,9.62670735737
Dorsett,Derek,1986-12-20,Dorsett_Derek_1986-12-20,2015-16,29,VAN,RW,0,0,1,CAN,1,0,0,0,0,0,71,5,0.0704225352113,11,0.154929577465,15.0,0,5.94171190289
Doughty,Drew,1989-12-08,Doughty_Drew_1989-12-08,2015-16,26,LAK,D,0,0,0,CAN,1,0,0,0,0,0,82,14,0.170731707317,37,0.451219512195,8.0,0,11.9599011972
Downie,Steve,1987-04-03,Downie_Steve_1987-04-03,2015-16,28,ARI,RW,0,0,1,CAN,1,0,0,0,0,0,26,3,0.115384615385,3,0.115384615385,17.0,0,6.12402892932
Draisaitl,Leon,1995-10-27,Draisaitl_Leon_1995-10-27,2015-16,20,EDM,C,1,0,0,DEU,0,0,0,0,0,0,72,19,0.263888888889,32,0.444444444444,29.0,0,19.2236741911
Drouin,Jonathan,1995-03-28,Drouin_Jonathan_1995-03-28,2015-16,20,TBL,LW,0,1,0,CAN,1,0,0,0,0,0,21,4,0.190476190476,6,0.285714285714,27.0,0,12.032254266
Dubinsky,Brandon,1986-04-29,Dubinsky_Brandon_1986-04-29,2015-16,29,CBJ,C,1,0,0,USA,0,1,0,0,0,0,75,17,0.226666666667,31,0.413333333333,17.0,0,15.1499984532
Duchene,Matt,1991-01-16,Duchene_Matt_1991-01-16,2015-16,24,COL,C,1,0,0,CAN,1,0,0,0,0,0,76,30,0.394736842105,29,0.381578947368,9.0,0,23.662200575
Duclair,Anthony,1995-08-26,Duclair_Anthony_1995-08-26,2015-16,20,ARI,LW,0,1,0,CAN,1,0,0,0,0,0,81,20,0.246913580247,24,0.296296296296,10.0,0,16.9388712254
Dumba,Matt,1994-07-25,Dumba_Matt_1994-07-25,2015-16,21,MIN,D,0,0,0,CAN,1,0,0,0,0,0,81,10,0.123456790123,16,0.197530864198,24.0,0,8.57140566061
Dumoulin,Brian,1991-09-06,Dumoulin_Brian_1991-09-06,2015-16,24,PIT,D,0,0,0,USA,0,1,0,0,0,0,79,0,0.0,16,0.20253164557,8.0,0,2.2589344445
Dupuis,Pascal,1979-04-07,Dupuis_Pascal_1979-04-07,2015-16,36,PIT,RW,0,0,1,CAN,1,0,0,0,0,0,18,2,0.111111111111,2,0.111111111111,9.0,0,3.62081267582
Dzingel,Ryan,1992-03-09,Dzingel_Ryan_1992-03-09,2015-16,23,OTT,LW,0,1,0,USA,0,1,0,0,0,0,30,3,0.1,6,0.2,43.0,1,6.96954498845
Dziurzynski,Dave,1989-10-06,Dziurzynski_Dave_1989-10-06,2015-16,26,OTT,LW,0,1,0,CAN,1,0,0,0,0,0,14,1,0.0714285714286,3,0.214285714286,59.0,1,4.48138042224
Eakin,Cody,1991-05-24,Eakin_Cody_1991-05-24,2015-16,24,DAL,C,1,0,0,CAN,1,0,0,0,0,0,82,16,0.19512195122,19,0.231707317073,20.0,0,13.4684151409
Eaves,Patrick,1984-05-01,Eaves_Patrick_1984-05-01,2015-16,31,DAL,RW,0,0,1,CAN,1,0,0,0,0,0,54,11,0.203703703704,6,0.111111111111,18.0,0,10.3719631943
Eberle,Jordan,1990-05-15,Eberle_Jordan_1990-05-15,2015-16,25,EDM,RW,0,0,1,CAN,1,0,0,0,0,0,69,25,0.36231884058,22,0.31884057971,14.0,0,21.5529710166
Edler,Alexander,1986-04-21,Edler_Alexander_1986-04-21,2015-16,29,VAN,D,0,0,0,SWE,0,0,1,0,0,0,52,6,0.115384615385,14,0.269230769231,23.0,0,7.11257179393
Edmundson,Joel,1993-06-28,Edmundson_Joel_1993-06-28,2015-16,22,STL,D,0,0,0,CAN,1,0,0,0,0,0,67,1,0.0149253731343,8,0.119402985075,6.0,0,2.16302859141
Ehlers,Nikolaj,1996-02-14,Ehlers_Nikolaj_1996-02-14,2015-16,19,WPG,RW,0,0,1,DNK,0,0,0,0,0,0,72,15,0.208333333333,23,0.319444444444,27.0,0,16.2284600059
Ehrhoff,Christian,1982-07-06,Ehrhoff_Christian_1982-07-06,2015-16,33,CHI,D,0,0,0,DEU,0,0,0,0,0,0,48,2,0.0416666666667,10,0.208333333333,55.0,1,1.03237342957
Eichel,Jack,1996-10-28,Eichel_Jack_1996-10-28,2015-16,19,BUF,C,1,0,0,USA,0,1,0,0,0,0,81,24,0.296296296296,32,0.395061728395,15.0,0,20.7879574267
Ekblad,Aaron,1996-02-07,Ekblad_Aaron_1996-02-07,2015-16,19,FLA,D,0,0,0,CAN,1,0,0,0,0,0,78,15,0.192307692308,21,0.269230769231,5.0,0,12.7377923425
Ekholm,Mattias,1990-05-24,Ekholm_Mattias_1990-05-24,2015-16,25,NSH,D,0,0,0,SWE,0,0,1,0,0,0,82,8,0.0975609756098,27,0.329268292683,14.0,0,9.01068750436
Ekman-Larsson,Oliver,1991-07-17,Ekman-Larsson_Oliver_1991-07-17,2015-16,24,ARI,D,0,0,0,SWE,0,0,1,0,0,0,75,21,0.28,34,0.453333333333,23.0,0,18.3909598098
Elias,Patrik,1976-04-13,Elias_Patrik_1976-04-13,2015-16,39,NJD,C,1,0,0,CZE,0,0,0,0,1,0,16,2,0.125,6,0.375,26.0,0,6.12704883805
Eller,Lars,1989-05-08,Eller_Lars_1989-05-08,2015-16,26,MTL,C,1,0,0,DNK,0,0,0,0,0,0,79,13,0.164556962025,13,0.164556962025,81.0,1,11.0698171164
Elliott,Stefan,1991-01-30,Elliott_Stefan_1991-01-30,2015-16,24,NSH,D,0,0,0,CAN,1,0,0,0,0,0,21,2,0.0952380952381,4,0.190476190476,7.0,0,4.22916740317
Ellis,Ryan,1991-01-03,Ellis_Ryan_1991-01-03,2015-16,24,NSH,D,0,0,0,CAN,1,0,0,0,0,0,79,10,0.126582278481,22,0.278481012658,4.0,0,8.68216997972
Emelin,Alexei,1986-04-25,Emelin_Alexei_1986-04-25,2015-16,29,MTL,D,0,0,0,RUS,0,0,0,1,0,0,72,0,0.0,12,0.166666666667,74.0,1,1.67582635482
Engelland,Deryk,1982-04-03,Engelland_Deryk_1982-04-03,2015-16,33,CGY,D,0,0,0,CAN,1,0,0,0,0,0,69,3,0.0434782608696,9,0.130434782609,29.0,0,0.923290209411
Ennis,Tyler,1989-10-06,Ennis_Tyler_1989-10-06,2015-16,26,BUF,C,1,0,0,CAN,1,0,0,0,0,0,23,3,0.130434782609,8,0.347826086957,63.0,1,9.19386242433
Enstrom,Toby,1984-11-05,Enstrom_Toby_1984-11-05,2015-16,31,WPG,D,0,0,0,SWE,0,0,1,0,0,0,72,2,0.0277777777778,14,0.194444444444,39.0,0,2.71615747019
Ericsson,Jonathan,1984-03-02,Ericsson_Jonathan_1984-03-02,2015-16,31,DET,D,0,0,0,SWE,0,0,1,0,0,0,71,3,0.0422535211268,12,0.169014084507,52.0,1,3.31281152016
Eriksson,Loui,1985-07-17,Eriksson_Loui_1985-07-17,2015-16,30,BOS,RW,0,0,1,SWE,0,0,1,0,0,0,82,30,0.365853658537,33,0.40243902439,21.0,0,23.0563764627
Etem,Emerson,1992-06-16,Etem_Emerson_1992-06-16,2015-16,23,VAN,RW,0,0,1,USA,0,1,0,0,0,0,58,7,0.120689655172,8,0.137931034483,26.0,0,9.0199962524
Everberg,Dennis,1991-12-31,Everberg_Dennis_1991-12-31,2015-16,24,COL,RW,0,0,1,SWE,0,0,1,0,0,0,15,0,0.0,0,0.0,45.0,1,1.8936465654
Fabbri,Robby,1996-01-22,Fabbri_Robby_1996-01-22,2015-16,19,STL,C,1,0,0,CAN,1,0,0,0,0,0,72,18,0.25,19,0.263888888889,15.0,0,17.0975000308
Faksa,Radek,1994-01-09,Faksa_Radek_1994-01-09,2015-16,21,DAL,C,1,0,0,CZE,0,0,0,0,1,0,45,5,0.111111111111,7,0.155555555556,12.0,0,8.90137024202
Falk,Justin,1988-10-11,Falk_Justin_1988-10-11,2015-16,27,CBJ,D,0,0,0,CAN,1,0,0,0,0,0,24,0,0.0,4,0.166666666667,44.0,1,0.0
Farnham,Bobby,1989-01-21,Farnham_Bobby_1989-01-21,2015-16,26,NJD,LW,0,1,0,USA,0,1,0,0,0,0,53,8,0.150943396226,2,0.0377358490566,23.0,0,7.58925897094
Fast,Jesper,1991-12-02,Fast_Jesper_1991-12-02,2015-16,24,NYR,RW,0,0,1,SWE,0,0,1,0,0,0,79,10,0.126582278481,20,0.253164556962,19.0,0,12.2217345901
Faulk,Justin,1992-03-20,Faulk_Justin_1992-03-20,2015-16,23,CAR,D,0,0,0,USA,0,1,0,0,0,0,64,16,0.25,21,0.328125,27.0,0,14.3874201712
Fayne,Mark,1987-05-15,Fayne_Mark_1987-05-15,2015-16,28,EDM,D,0,0,0,USA,0,1,0,0,0,0,69,2,0.0289855072464,5,0.0724637681159,5.0,0,0.940449209912
Fehr,Eric,1985-09-07,Fehr_Eric_1985-09-07,2015-16,30,PIT,C,1,0,0,CAN,1,0,0,0,0,0,55,8,0.145454545455,6,0.109090909091,16.0,0,7.55332053438
Ferland,Micheal,1992-04-20,Ferland_Micheal_1992-04-20,2015-16,23,CGY,LW,0,1,0,CAN,1,0,0,0,0,0,71,4,0.056338028169,14,0.197183098592,79.0,1,6.53024518101
Ferraro,Landon,1991-08-08,Ferraro_Landon_1991-08-08,2015-16,24,BOS,C,1,0,0,CAN,1,0,0,0,0,0,68,5,0.0735294117647,5,0.0735294117647,29.0,0,5.94407865661
Fiddler,Vernon,1980-05-09,Fiddler_Vernon_1980-05-09,2015-16,35,DAL,C,1,0,0,CAN,1,0,0,0,0,0,82,12,0.146341463415,10,0.121951219512,38.0,0,7.50873276243
Filppula,Valtteri,1984-03-20,Filppula_Valtteri_1984-03-20,2015-16,31,TBL,C,1,0,0,FIN,0,0,0,0,0,1,76,8,0.105263157895,23,0.302631578947,51.0,1,5.39559624685
Fisher,Mike,1980-06-05,Fisher_Mike_1980-06-05,2015-16,35,NSH,C,1,0,0,CAN,1,0,0,0,0,0,70,13,0.185714285714,10,0.142857142857,12.0,0,9.02670525771
Fleischmann,Tomas,1984-05-16,Fleischmann_Tomas_1984-05-16,2015-16,31,CHI,LW,0,1,0,CZE,0,0,0,0,1,0,76,14,0.184210526316,11,0.144736842105,12.0,0,10.365999507
Flynn,Brian,1988-07-26,Flynn_Brian_1988-07-26,2015-16,27,MTL,C,1,0,0,USA,0,1,0,0,0,0,56,4,0.0714285714286,6,0.107142857143,32.0,0,4.98369265846
Foligno,Marcus,1991-08-10,Foligno_Marcus_1991-08-10,2015-16,24,BUF,LW,0,1,0,USA,0,1,0,0,0,0,75,10,0.133333333333,13,0.173333333333,82.0,1,9.6644061485
Foligno,Nick,1987-10-31,Foligno_Nick_1987-10-31,2015-16,28,CBJ,LW,0,1,0,USA,0,1,0,0,0,0,72,12,0.166666666667,25,0.347222222222,71.0,1,11.7485907054
Folin,Christian,1991-02-09,Folin_Christian_1991-02-09,2015-16,24,MIN,D,0,0,0,SWE,0,0,1,0,0,0,26,0,0.0,4,0.153846153846,5.0,0,1.05746652932
Fontaine,Justin,1987-11-06,Fontaine_Justin_1987-11-06,2015-16,28,MIN,RW,0,0,1,CAN,1,0,0,0,0,0,60,5,0.0833333333333,11,0.183333333333,14.0,0,6.62693354119
Forbort,Derek,1992-03-04,Forbort_Derek_1992-03-04,2015-16,23,LAK,D,0,0,0,USA,0,1,0,0,0,0,14,1,0.0714285714286,1,0.0714285714286,24.0,0,1.98806572226
Forsberg,Filip,1994-08-13,Forsberg_Filip_1994-08-13,2015-16,21,NSH,LW,0,1,0,SWE,0,0,1,0,0,0,82,33,0.40243902439,31,0.378048780488,9.0,0,25.7841381829
Fowler,Cam,1991-12-05,Fowler_Cam_1991-12-05,2015-16,24,ANA,D,0,0,0,CAN,1,0,0,0,0,0,69,5,0.0724637681159,23,0.333333333333,4.0,0,6.40337630001
Franson,Cody,1987-08-08,Franson_Cody_1987-08-08,2015-16,28,BUF,D,0,0,0,CAN,1,0,0,0,0,0,59,4,0.0677966101695,13,0.220338983051,46.0,1,3.96819776211
Froese,Byron,1991-03-12,Froese_Byron_1991-03-12,2015-16,24,TOR,C,1,0,0,CAN,1,0,0,0,0,0,56,2,0.0357142857143,3,0.0535714285714,56.0,1,3.82820134028
Frolik,Michael,1988-02-17,Frolik_Michael_1988-02-17,2015-16,27,CGY,RW,0,0,1,CZE,0,0,0,0,1,0,64,15,0.234375,17,0.265625,67.0,1,15.4441144479
Gaborik,Marian,1982-02-14,Gaborik_Marian_1982-02-14,2015-16,33,LAK,RW,0,0,1,SVK,0,0,0,0,0,0,54,12,0.222222222222,10,0.185185185185,12.0,0,11.4293709649
Gagner,Sam,1989-08-10,Gagner_Sam_1989-08-10,2015-16,26,PHI,C,1,0,0,CAN,1,0,0,0,0,0,53,8,0.150943396226,8,0.150943396226,89.0,1,9.34342564556
Galchenyuk,Alex,1994-02-12,Galchenyuk_Alex_1994-02-12,2015-16,21,MTL,C,1,0,0,USA,0,1,0,0,0,0,82,30,0.365853658537,26,0.317073170732,27.0,0,22.7044322883
Galiev,Stanislav,1992-01-17,Galiev_Stanislav_1992-01-17,2015-16,23,WSH,RW,0,0,1,RUS,0,0,0,1,0,0,24,0,0.0,3,0.125,49.0,1,3.44469580914
Gallagher,Brendan,1992-05-06,Gallagher_Brendan_1992-05-06,2015-16,23,MTL,RW,0,0,1,CAN,1,0,0,0,0,0,53,19,0.358490566038,21,0.396226415094,11.0,0,22.0171435264
Garbutt,Ryan,1985-08-12,Garbutt_Ryan_1985-08-12,2015-16,30,ANA,C,1,0,0,CAN,1,0,0,0,0,0,80,7,0.0875,7,0.0875,16.0,0,5.6851863798
Gardiner,Jake,1990-07-04,Gardiner_Jake_1990-07-04,2015-16,25,TOR,D,0,0,0,USA,0,1,0,0,0,0,79,7,0.0886075949367,24,0.303797468354,51.0,1,7.20514544708
Garrison,Jason,1984-11-13,Garrison_Jason_1984-11-13,2015-16,31,TBL,D,0,0,0,CAN,1,0,0,0,0,0,72,5,0.0694444444444,6,0.0833333333333,5.0,0,2.23933115452
Gaudet,Tyler,1993-04-04,Gaudet_Tyler_1993-04-04,2015-16,22,ARI,C,1,0,0,CAN,1,0,0,0,0,0,14,1,0.0714285714286,2,0.142857142857,32.0,0,4.97135514531
Gaudreau,Johnny,1993-08-13,Gaudreau_Johnny_1993-08-13,2015-16,22,CGY,LW,0,1,0,USA,0,1,0,0,0,0,79,30,0.379746835443,48,0.607594936709,13.0,0,25.3540149399
Gaunce,Brendan,1994-03-25,Gaunce_Brendan_1994-03-25,2015-16,21,VAN,C,1,0,0,CAN,1,0,0,0,0,0,20,1,0.05,0,0.0,50.0,1,3.32836093646
Gaustad,Paul,1982-02-03,Gaustad_Paul_1982-02-03,2015-16,33,NSH,C,1,0,0,USA,0,1,0,0,0,0,63,2,0.031746031746,4,0.0634920634921,28.0,0,1.56704634331
Gazdic,Luke,1989-07-25,Gazdic_Luke_1989-07-25,2015-16,26,EDM,LW,0,1,0,CAN,1,0,0,0,0,0,29,1,0.0344827586207,0,0.0,20.0,0,1.08352551136
Gelinas,Eric,1991-05-08,Gelinas_Eric_1991-05-08,2015-16,24,COL,D,0,0,0,CAN,1,0,0,0,0,0,40,1,0.025,5,0.125,44.0,1,1.38758294535
Gerbe,Nathan,1987-07-24,Gerbe_Nathan_1987-07-24,2015-16,28,CAR,LW,0,1,0,USA,0,1,0,0,0,0,47,3,0.063829787234,4,0.0851063829787,14.0,0,3.4147668138
Getzlaf,Ryan,1985-05-10,Getzlaf_Ryan_1985-05-10,2015-16,30,ANA,C,1,0,0,CAN,1,0,0,0,0,0,77,13,0.168831168831,50,0.649350649351,15.0,0,14.6657956489
Gilbert,Tom,1983-01-10,Gilbert_Tom_1983-01-10,2015-16,32,MTL,D,0,0,0,USA,0,1,0,0,0,0,45,1,0.0222222222222,1,0.0222222222222,77.0,1,0.0
Gionta,Brian,1979-01-18,Gionta_Brian_1979-01-18,2015-16,36,BUF,RW,0,0,1,USA,0,1,0,0,0,0,79,12,0.151898734177,21,0.26582278481,12.0,0,9.2573685
Gionta,Stephen,1983-10-09,Gionta_Stephen_1983-10-09,2015-16,32,NJD,C,1,0,0,USA,0,1,0,0,0,0,82,1,0.0121951219512,10,0.121951219512,11.0,0,2.2186643818
Giordano,Mark,1983-10-03,Giordano_Mark_1983-10-03,2015-16,32,CGY,D,0,0,0,CAN,1,0,0,0,0,0,82,21,0.256097560976,35,0.426829268293,5.0,0,14.0841275118
Girardi,Dan,1984-04-29,Girardi_Dan_1984-04-29,2015-16,31,NYR,D,0,0,0,CAN,1,0,0,0,0,0,74,2,0.027027027027,15,0.202702702703,5.0,0,1.56456287601
Girgensons,Zemgus,1994-01-05,Girgensons_Zemgus_1994-01-05,2015-16,21,BUF,C,1,0,0,LVA,0,0,0,0,0,0,71,7,0.0985915492958,11,0.154929577465,28.0,0,8.70947681428
Giroux,Claude,1988-01-12,Giroux_Claude_1988-01-12,2015-16,27,PHI,C,1,0,0,CAN,1,0,0,0,0,0,78,22,0.282051282051,45,0.576923076923,28.0,0,19.827705293
Glass,Tanner,1983-11-29,Glass_Tanner_1983-11-29,2015-16,32,NYR,LW,0,1,0,CAN,1,0,0,0,0,0,57,4,0.0701754385965,3,0.0526315789474,15.0,0,2.77984243598
Glendening,Luke,1989-04-28,Glendening_Luke_1989-04-28,2015-16,26,DET,C,1,0,0,USA,0,1,0,0,0,0,81,8,0.0987654320988,13,0.16049382716,41.0,1,8.14975651754
Goligoski,Alex,1985-07-30,Goligoski_Alex_1985-07-30,2015-16,30,DAL,D,0,0,0,USA,0,1,0,0,0,0,82,5,0.0609756097561,32,0.390243902439,33.0,0,5.45401556341
Goloubef,Cody,1989-11-30,Goloubef_Cody_1989-11-30,2015-16,26,CBJ,D,0,0,0,CAN,1,0,0,0,0,0,43,1,0.0232558139535,7,0.162790697674,29.0,0,1.06644006187
Gomez,Scott,1979-12-23,Gomez_Scott_1979-12-23,2015-16,36,OTT,C,1,0,0,USA,0,1,0,0,0,0,34,1,0.0294117647059,8,0.235294117647,23.0,0,1.29136275144
Goodrow,Barclay,1993-02-26,Goodrow_Barclay_1993-02-26,2015-16,22,SJS,RW,0,0,1,CAN,1,0,0,0,0,0,14,0,0.0,3,0.214285714286,89.0,1,3.14882994856
Gordon,Boyd,1983-10-19,Gordon_Boyd_1983-10-19,2015-16,32,ARI,C,1,0,0,CAN,1,0,0,0,0,0,65,2,0.0307692307692,2,0.0307692307692,15.0,0,1.52788559197
Gorges,Josh,1984-08-14,Gorges_Josh_1984-08-14,2015-16,31,BUF,D,0,0,0,CAN,1,0,0,0,0,0,77,2,0.025974025974,10,0.12987012987,4.0,0,0.925544405722
Gormley,Brandon,1992-02-18,Gormley_Brandon_1992-02-18,2015-16,23,COL,D,0,0,0,CAN,1,0,0,0,0,0,26,0,0.0,1,0.0384615384615,46.0,1,0.0
Gostisbehere,Shayne,1993-04-20,Gostisbehere_Shayne_1993-04-20,2015-16,22,PHI,D,0,0,0,USA,0,1,0,0,0,0,64,17,0.265625,29,0.453125,53.0,1,16.7757966508
Grabner,Michael,1987-10-05,Grabner_Michael_1987-10-05,2015-16,28,TOR,RW,0,0,1,AUT,0,0,0,0,0,0,80,9,0.1125,9,0.1125,40.0,0,8.00783241031
Grabovski,Mikhail,1984-01-31,Grabovski_Mikhail_1984-01-31,2015-16,31,NYI,C,1,0,0,DEU,0,0,0,0,0,0,58,9,0.155172413793,16,0.275862068966,84.0,1,9.70221854069
Granberg,Petter,1992-08-27,Granberg_Petter_1992-08-27,2015-16,23,NSH,D,0,0,0,SWE,0,0,1,0,0,0,27,0,0.0,2,0.0740740740741,8.0,0,0.568899818468
Granlund,Markus,1993-04-16,Granlund_Markus_1993-04-16,2015-16,22,VAN,C,1,0,0,FIN,0,0,0,0,0,1,47,6,0.127659574468,4,0.0851063829787,60.0,1,5.41309468776
Granlund,Mikael,1992-02-26,Granlund_Mikael_1992-02-26,2015-16,23,MIN,C,1,0,0,FIN,0,0,0,0,0,1,82,13,0.158536585366,31,0.378048780488,64.0,1,10.7137691712
Grant,Derek,1990-04-20,Grant_Derek_1990-04-20,2015-16,25,CGY,C,1,0,0,CAN,1,0,0,0,0,0,15,0,0.0,1,0.0666666666667,57.0,1,0.554327210072
Green,Mike,1985-10-12,Green_Mike_1985-10-12,2015-16,30,DET,D,0,0,0,CAN,1,0,0,0,0,0,74,7,0.0945945945946,28,0.378378378378,25.0,0,6.54738296533
Greene,Andy,1982-10-30,Greene_Andy_1982-10-30,2015-16,33,NJD,D,0,0,0,USA,0,1,0,0,0,0,82,4,0.0487804878049,9,0.109756097561,6.0,0,1.45278530446
Greening,Colin,1986-03-09,Greening_Colin_1986-03-09,2015-16,29,TOR,C,1,0,0,CAN,1,0,0,0,0,0,31,7,0.225806451613,8,0.258064516129,38.0,0,11.9448264529
Grigorenko,Mikhail,1994-05-16,Grigorenko_Mikhail_1994-05-16,2015-16,21,COL,C,1,0,0,RUS,0,0,0,1,0,0,74,6,0.0810810810811,21,0.283783783784,25.0,0,10.3116849379
Grimaldi,Rocco,1993-02-08,Grimaldi_Rocco_1993-02-08,2015-16,22,FLA,C,1,0,0,USA,0,1,0,0,0,0,20,3,0.15,2,0.1,23.0,0,8.31385329289
Grossmann,Nicklas,1985-01-22,Grossmann_Nicklas_1985-01-22,2015-16,30,ARI,D,0,0,0,SWE,0,0,1,0,0,0,58,3,0.051724137931,4,0.0689655172414,2.0,0,2.29407485276
Gryba,Eric,1988-04-14,Gryba_Eric_1988-04-14,2015-16,27,EDM,D,0,0,0,CAN,1,0,0,0,0,0,53,1,0.0188679245283,5,0.0943396226415,62.0,1,0.568872531838
Gudas,Radko,1990-06-05,Gudas_Radko_1990-06-05,2015-16,25,PHI,D,0,0,0,CZE,0,0,0,0,1,0,76,5,0.0657894736842,9,0.118421052632,3.0,0,4.64768507675
Gudbranson,Erik,1992-01-07,Gudbranson_Erik_1992-01-07,2015-16,23,FLA,D,0,0,0,CAN,1,0,0,0,0,0,64,2,0.03125,7,0.109375,44.0,1,2.67034656297
Guenin,Nate,1982-12-10,Guenin_Nate_1982-12-10,2015-16,33,COL,D,0,0,0,USA,0,1,0,0,0,0,29,0,0.0,0,0.0,5.0,0,0.0
Gunnarsson,Carl,1986-11-09,Gunnarsson_Carl_1986-11-09,2015-16,29,STL,D,0,0,0,SWE,0,0,1,0,0,0,72,3,0.0416666666667,6,0.0833333333333,4.0,0,2.75640556815
Gustafsson,Erik,1992-03-14,Gustafsson_Erik_1992-03-14,2015-16,23,CHI,D,0,0,0,SWE,0,0,1,0,0,0,41,0,0.0,14,0.341463414634,52.0,1,3.91699160564
Hagelin,Carl,1988-08-23,Hagelin_Carl_1988-08-23,2015-16,27,PIT,LW,0,1,0,SWE,0,0,1,0,0,0,80,14,0.175,25,0.3125,62.0,1,13.6086546965
Hainsey,Ron,1981-03-24,Hainsey_Ron_1981-03-24,2015-16,34,CAR,D,0,0,0,USA,0,1,0,0,0,0,81,5,0.0617283950617,14,0.172839506173,65.0,1,2.59178629434
Haley,Micheal,1986-03-30,Haley_Micheal_1986-03-30,2015-16,29,SJS,C,1,0,0,CAN,1,0,0,0,0,0,16,1,0.0625,0,0.0,38.0,0,1.54125314975
Halischuk,Matt,1988-06-01,Halischuk_Matt_1988-06-01,2015-16,27,WPG,RW,0,0,1,CAN,1,0,0,0,0,0,30,0,0.0,3,0.1,15.0,0,1.18743590967
Hall,Taylor,1991-11-14,Hall_Taylor_1991-11-14,2015-16,24,EDM,LW,0,1,0,CAN,1,0,0,0,0,0,82,26,0.317073170732,39,0.475609756098,4.0,0,20.8815643912
Hamhuis,Dan,1982-12-13,Hamhuis_Dan_1982-12-13,2015-16,33,VAN,D,0,0,0,CAN,1,0,0,0,0,0,58,3,0.051724137931,10,0.172413793103,2.0,0,1.28439593554
Hamilton,Dougie,1993-06-17,Hamilton_Dougie_1993-06-17,2015-16,22,CGY,D,0,0,0,CAN,1,0,0,0,0,0,82,12,0.146341463415,31,0.378048780488,27.0,0,11.1392420662
Hamonic,Travis,1990-08-16,Hamonic_Travis_1990-08-16,2015-16,25,NYI,D,0,0,0,CAN,1,0,0,0,0,0,72,5,0.0694444444444,16,0.222222222222,3.0,0,5.05949336238
Hanifin,Noah,1997-01-25,Hanifin_Noah_1997-01-25,2015-16,18,CAR,D,0,0,0,USA,0,1,0,0,0,0,79,4,0.0506329113924,18,0.227848101266,5.0,0,6.25475373512
Hanley,Joel,1991-06-08,Hanley_Joel_1991-06-08,2015-16,24,MTL,D,0,0,0,CAN,1,0,0,0,0,0,10,0,0.0,6,0.6,71.0,1,3.72872349994
Hansen,Jannik,1986-03-15,Hansen_Jannik_1986-03-15,2015-16,29,VAN,RW,0,0,1,DNK,0,0,0,0,0,0,67,22,0.328358208955,16,0.238805970149,36.0,0,18.1928197687
